name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Colorado,4/8/2012,68.7,34.4,52.9,68.7,32,50.8,15.8,28.2,0,0,0,,0,0,19.5,16.9,156.1,1020.9,27.5,26.9,316.2,27.2,10,,2012-04-08T06:32:10,2012-04-08T19:31:44,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,4/9/2012,67.7,36.4,51.6,67.7,30.2,49.1,24.1,36.1,0,0,0,,0,0,19.5,18,122.9,1018.4,28.3,26.9,280.5,24,9,,2012-04-09T06:30:38,2012-04-09T19:32:44,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,4/10/2012,76.4,40.5,57.5,76.4,37,56.3,35.3,50.3,0,0,0,,0,0,30,18.4,155.1,1014.6,37.8,25.7,276.2,23.7,10,,2012-04-10T06:29:06,2012-04-10T19:33:44,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,4/11/2012,70,47,56.3,70,42.6,55.8,46.1,71.5,0,0,0,,0,0,41.7,25.6,179.3,1010.6,77.5,10.1,200.2,17.2,8,,2012-04-11T06:27:35,2012-04-11T19:34:45,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,4/12/2012,63,42.9,53.2,63,38,51,39.6,65.6,0.179,100,25,rain,0,0,44,28.6,111.3,1002.7,62.6,11.8,314.5,27.1,10,,2012-04-12T06:26:04,2012-04-12T19:35:45,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,4/13/2012,62,37.1,49.4,62,30.3,47.1,23.7,43.6,0.041,100,4.17,rain,0,0,31.4,18.8,190.4,1004.8,60.3,21,293.8,25.4,10,,2012-04-13T06:24:34,2012-04-13T19:36:45,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,4/14/2012,59.1,36,46.3,59.1,29.9,43.2,29.6,56.3,0.029,100,16.67,rain,0,0,34.4,21,350.6,998.9,67.4,19.6,230,20,8,,2012-04-14T06:23:04,2012-04-14T19:37:45,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,4/15/2012,48.8,34.2,40.8,41.4,26.4,33.6,31.4,71.8,0.25,100,20.83,"rain,snow",0,0,46.8,33.7,337.2,1005.7,89.4,12.6,215.3,18.6,8,,2012-04-15T06:21:35,2012-04-15T19:38:45,0.81,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,4/16/2012,56.4,32.4,44.5,56.4,26,41.6,25,53.7,0,0,0,,0,0,,10.1,255.7,1018,58.6,25,295,25.4,9,,2012-04-16T06:20:07,2012-04-16T19:39:45,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,4/17/2012,66.5,37.9,52.6,66.5,30.7,50.3,23.4,35.4,0,0,0,,0,0,25.3,12.4,208,1016.8,57.8,22.6,293.6,25.7,10,,2012-04-17T06:18:40,2012-04-17T19:40:46,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,4/18/2012,69.4,37.9,55.6,69.4,32.9,54.1,30.4,42,0,0,0,,0,0,33.3,12.7,134.3,1011.5,61.6,26.1,295.6,25.6,10,,2012-04-18T06:17:13,2012-04-18T19:41:46,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,4/19/2012,60.1,40.7,50.8,60.1,35.6,49.1,34.3,57,0.004,100,4.17,rain,0,0,32.2,13.3,53.4,1011.1,76.7,18.3,167.1,14.5,6,,2012-04-19T06:15:47,2012-04-19T19:42:46,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,4/20/2012,66.2,37.1,52.2,66.2,33.3,50.8,32.5,53.9,0,0,0,,0,0,27.6,13,300.6,1017.4,50.1,24,324.2,28.1,10,,2012-04-20T06:14:22,2012-04-20T19:43:46,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,4/21/2012,71.5,50.5,59.6,71.5,50.5,59.6,31.9,36,0,0,0,,0,0,20.3,14.7,70.9,1015.7,34.3,25.7,336.4,29.1,10,,2012-04-21T06:12:58,2012-04-21T19:44:47,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,4/22/2012,72.8,40.3,57.4,72.8,34.6,55.8,33.7,46.6,0,0,0,,0,0,24.2,13.2,144.2,1020.5,29.6,25.4,307,26.6,10,,2012-04-22T06:11:34,2012-04-22T19:45:47,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,4/23/2012,79,46.8,63.2,79,44.1,62.7,31,34.5,0,0,0,,0,0,16.1,13.2,168.6,1015.6,29.4,26.1,318.2,27.6,10,,2012-04-23T06:10:12,2012-04-23T19:46:47,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDEN,KBKF,72469523036,KAPA,72565003017,72466693067"
Colorado,4/24/2012,83.8,54.7,67.2,81,54.7,66.8,29.4,27.1,0,0,0,,0,0,39.1,16.8,226.9,1008.1,46.1,24.2,328.9,28.5,10,,2012-04-24T06:08:50,2012-04-24T19:47:47,0.12,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,4/25/2012,79,53,65.6,79,53,65.6,30,28.2,0,0,0,,0,0,25.3,11,232,1009,64.1,22.5,237.3,20.5,9,,2012-04-25T06:07:30,2012-04-25T19:48:47,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,4/26/2012,75.7,51.8,64.4,75.7,51.8,64.4,39.9,43.6,0.119,100,16.67,rain,0,0,41.1,20.4,165.1,1006.4,83.6,22,251.3,21.7,9,,2012-04-26T06:06:11,2012-04-26T19:49:48,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,4/27/2012,65.8,39.9,54.7,65.8,33.4,53.9,38.1,61.4,0.188,100,16.67,rain,0,0,36.3,20.9,332,1001.1,58.7,21.5,334,28.8,10,,2012-04-27T06:04:52,2012-04-27T19:50:48,0.22,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,4/28/2012,58.6,32.6,46.1,58.6,24.8,42.8,24.4,45.2,0,0,0,,0,0,40.3,20.1,161.1,1011.4,54,27.4,267.2,23,10,,2012-04-28T06:03:35,2012-04-28T19:51:48,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,4/29/2012,62.4,35,49.1,62.4,30.8,46.9,32.2,55.6,0,0,0,,0,0,29.9,16.7,74.6,1012.8,38.9,26.5,325.3,28.2,9,,2012-04-29T06:02:18,2012-04-29T19:52:48,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,4/30/2012,73.8,40.3,57.5,73.8,34.8,56.3,25.1,35.5,0,0,0,,0,0,20.8,11.7,169.7,1009.5,25.9,26.5,357.9,30.9,10,,2012-04-30T06:01:03,2012-04-30T19:53:47,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/1/2012,75.9,52.3,62.8,75.9,52.3,62.8,25.3,25.4,0,0,0,,0,0,28.9,14.1,164.7,1001.7,68.5,22.6,221.7,19.2,7,,2012-05-01T05:59:49,2012-05-01T19:54:47,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,KAPA,72469523036,72565003017,72466693067"
Colorado,5/2/2012,76.7,47.2,61.3,76.7,42.3,60.4,34.9,41.3,0,0,0,,0,0,32,24.4,149.6,1004.8,63.7,24.5,292.6,25.4,10,,2012-05-02T05:58:37,2012-05-02T19:55:47,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/3/2012,79.2,49.1,64.9,79.2,45.3,64.1,36.2,39.4,0,0,0,,0,0,38.2,26.7,167.1,1007.4,59.7,26.5,335.1,29,10,,2012-05-03T05:57:25,2012-05-03T19:56:46,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/4/2012,86,54.3,70.5,82.8,54.3,69.7,25.8,22.7,0,0,0,,0,0,30,14.5,201,1004.9,35.4,28.5,361.3,31.1,10,,2012-05-04T05:56:15,2012-05-04T19:57:45,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/5/2012,81.7,49,66.1,79.5,47.3,65.6,30.9,30.9,0.008,100,4.17,rain,0,0,36.9,24.1,24.1,1005.7,44.6,26.9,353,30.5,10,,2012-05-05T05:55:06,2012-05-05T19:58:44,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/6/2012,59.3,42.4,49.7,59.3,38.2,47.6,34.9,60.3,0.093,100,20.83,rain,0,0,31.6,14.6,11,1018.8,75.8,17,300.5,26.1,9,,2012-05-06T05:53:58,2012-05-06T19:59:43,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/7/2012,46.2,40,43,44,34.4,39.7,39.5,87.8,0.127,100,41.67,rain,0,0,,9.7,92.4,1023.7,99.5,9.1,268.6,23.3,9,,2012-05-07T05:52:52,2012-05-07T20:00:42,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/8/2012,62.8,38.1,50.2,62.8,34.9,48.9,33.7,59.4,0,0,0,,0,0,,8.7,339,1021.2,46.1,17.1,344.2,29.5,10,,2012-05-08T05:51:47,2012-05-08T20:01:40,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/9/2012,75.2,43.7,59.8,75.2,38.7,58.3,26.2,34.8,0,0,0,,0,0,17.2,14.5,171.5,1013.7,19.7,28.5,367.1,31.7,10,,2012-05-09T05:50:43,2012-05-09T20:02:38,0.62,Clear,Clear conditions throughout the day.,clear-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/10/2012,81,52.7,67.7,79.6,52.7,67.5,25,22.6,0,0,0,,0,0,50.6,17.8,216.3,1004.9,42.8,27.2,341.6,29.5,10,,2012-05-10T05:49:41,2012-05-10T20:03:36,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/11/2012,58.4,39.1,44.4,58.4,33.8,39.8,32.5,65,0.016,100,16.67,rain,0,0,34.4,22.7,15.8,1020.4,93.7,9.5,294,25.3,9,,2012-05-11T05:48:41,2012-05-11T20:04:33,0.69,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/12/2012,54.4,37.4,44.2,54.4,32.3,41.7,38.9,82.6,0.058,100,12.5,rain,0,0,30,14.8,358.2,1026,97.7,7.8,304.7,26.2,10,,2012-05-12T05:47:42,2012-05-12T20:05:30,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/13/2012,58.2,37.9,47.5,58.2,32.6,45.4,39.9,77.1,0.019,100,4.17,rain,0,0,,9.4,274.4,1024.9,73.5,7.3,281.7,24.3,10,,2012-05-13T05:46:44,2012-05-13T20:06:27,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/14/2012,73.7,39.6,57.1,73.7,34,55.6,23.6,40.6,0,0,0,,0,0,,10.1,204.6,1021.3,13.7,22.7,375.8,32.5,10,,2012-05-14T05:45:48,2012-05-14T20:07:23,0.79,Clear,Clear conditions throughout the day.,clear-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/15/2012,79.1,45.4,62.7,79.1,42,62,21.8,23.1,0,0,0,,0,0,17.2,12.9,171.2,1017.9,15.8,25.3,368.7,31.9,10,,2012-05-15T05:44:53,2012-05-15T20:08:19,0.82,Clear,Clear conditions throughout the day.,clear-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/16/2012,80.9,54.7,65.9,79.2,54.7,65.7,28.2,25.7,0,0,0,,0,0,47.2,17.2,211.5,1011.7,60.8,20.9,345.1,29.9,10,,2012-05-16T05:44:00,2012-05-16T20:09:14,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/17/2012,77.8,54.8,66.6,77.8,54.8,66.6,31.7,29.2,0,0,0,,0,0,20.8,14,213.6,1005.7,57.8,14.1,321.9,27.9,10,,2012-05-17T05:43:09,2012-05-17T20:10:09,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/18/2012,82.9,58.1,69.4,80.2,58.1,69,28.6,24,0,0,0,,0,0,36.9,15.1,214.4,998.9,59.3,17.3,324.7,28,9,,2012-05-18T05:42:20,2012-05-18T20:11:03,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/19/2012,55.5,45.3,49.6,55.5,39.5,47.4,43.2,79.7,0.236,100,29.17,rain,0,0,24.2,17,355.3,1013.5,77.7,9.7,214.4,18.4,6,,2012-05-19T05:41:32,2012-05-19T20:11:57,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/20/2012,72.9,41.8,57,72.9,37.2,55.9,39.3,58.6,0,0,0,,0,0,24.2,13.9,155.4,1020.1,49.6,22.6,333.4,28.8,10,,2012-05-20T05:40:45,2012-05-20T20:12:50,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/21/2012,83.1,51.3,67.9,80.4,51.3,67.4,35.9,36.9,0,0,0,,0,0,30.7,18.5,185.5,1015.4,34.8,26.9,350.7,30.1,10,,2012-05-21T05:40:01,2012-05-21T20:13:42,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/22/2012,89.9,58.6,74.2,85.9,58.6,72.9,29.9,24.5,0,0,0,,0,0,25.3,15.9,206.8,1003.2,47.4,28.5,375.3,32.5,10,,2012-05-22T05:39:18,2012-05-22T20:14:33,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/23/2012,67.4,48.4,57.7,67.4,44.5,57.2,38.5,54.5,0.366,100,37.5,rain,0,0,26.4,17.4,34.4,999.6,74.2,19,344.7,29.7,10,,2012-05-23T05:38:37,2012-05-23T20:15:24,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/24/2012,65.7,45.6,54.9,65.7,42.1,53.9,35.8,56.6,0.045,100,8.33,rain,0,0,29.3,14.8,28,1002.8,55.7,23.3,382.1,32.8,10,,2012-05-24T05:37:58,2012-05-24T20:16:14,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/25/2012,73.1,48.9,58.9,73.1,44.6,58.3,41.7,54.9,0.012,100,12.5,rain,0,0,33.8,24.3,149.7,1005.8,61.7,15,366.3,31.5,10,,2012-05-25T05:37:20,2012-05-25T20:17:03,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/26/2012,89.4,51.1,71.1,85.6,51.1,69.8,32.1,41.1,0,0,0,,0,0,46,32.3,188.8,999.1,48.7,8.9,377.7,32.6,10,,2012-05-26T05:36:45,2012-05-26T20:17:51,0.2,Partially cloudy,Clearing in the afternoon.,wind,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/27/2012,71.7,48.6,61.7,71.7,44.3,61.4,13.6,17.4,0,0,0,,0,0,41.4,21.7,243.9,1003.3,30.1,22.2,384.8,33.5,10,,2012-05-27T05:36:11,2012-05-27T20:18:39,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/28/2012,74.4,45.7,60.3,74.4,42.3,59.5,19,21.4,0,0,0,,0,0,31.2,12.4,288.8,1010.4,21.9,26.9,387,33.2,10,,2012-05-28T05:35:39,2012-05-28T20:19:25,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/29/2012,78.1,38.7,60.5,78.1,35.3,59.9,25.6,30.4,0,0,0,,0,0,28.9,15.5,144.5,1014.3,29.6,27.7,376.7,32.5,10,,2012-05-29T05:35:09,2012-05-29T20:20:11,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/30/2012,82.7,50.5,65.3,80.1,50.5,65,30.2,31.2,0,0,0,,0,0,34.6,22,341.6,1010.4,40.7,26.5,349.9,30.2,10,,2012-05-30T05:34:40,2012-05-30T20:20:55,0.34,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,5/31/2012,72.7,44.2,59,72.7,40,57.8,37,46.7,0,0,0,,0,0,20.8,11.3,107.4,1015.5,46.6,23.9,313,27.1,9,,2012-05-31T05:34:14,2012-05-31T20:21:38,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,6/1/2012,79.9,54.4,67.5,79.9,54.4,67.5,38,35.4,0,0,0,,0,0,29.9,17,95.9,1010,61.8,23.5,317.7,27.2,9,,2012-06-01T05:33:50,2012-06-01T20:22:20,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,KAPA,72469523036,72565003017,72466693067"
Colorado,6/2/2012,85.5,54,64.5,82.3,54,64.3,42.9,47.6,0.019,100,8.33,rain,0,0,48.9,26.3,208.8,1009,62.4,20.6,295.3,25.6,10,,2012-06-02T05:33:27,2012-06-02T20:23:01,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,6/3/2012,88.2,56.8,71.5,84.4,56.8,70.6,39,34.5,0,0,0,,0,0,33.9,23.5,182.9,1009.1,70,23.6,334.3,28.9,9,,2012-06-03T05:33:06,2012-06-03T20:23:41,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,6/4/2012,89.1,58.1,74.1,85.2,58.1,72.9,40.2,32.8,0,0,0,,0,0,47.6,31.3,164.9,1010.9,54.8,26.5,364.2,31.5,10,,2012-06-04T05:32:48,2012-06-04T20:24:20,0.5,Partially cloudy,Partly cloudy throughout the day.,wind,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,6/5/2012,83,60.7,72.4,80.7,60.7,71.9,44.9,39.8,0,0,0,,0,0,43.5,31.2,165.4,1006.4,71.5,28.5,256.7,22.1,7,,2012-06-05T05:32:31,2012-06-05T20:24:57,0.54,Partially cloudy,Partly cloudy throughout the day.,wind,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,6/6/2012,88.3,58.6,69.1,84.8,58.6,68.8,48.9,51.8,0.492,100,16.67,rain,0,0,44.7,30.6,159.7,1005.8,57.3,19.1,380.8,32.8,10,,2012-06-06T05:32:16,2012-06-06T20:25:33,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,6/7/2012,80.1,54.7,66.8,80,54.7,66.8,54.3,67,0.589,100,16.67,rain,0,0,37.3,25.5,138,1009.8,75.7,9.2,378.9,32.8,10,,2012-06-07T05:32:03,2012-06-07T20:26:08,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,6/8/2012,87.9,56.3,72.8,84.4,56.3,71.7,47,49.1,0.175,100,8.33,rain,0,0,31,20.9,149.3,1006.2,45,22.9,387,33.3,10,,2012-06-08T05:31:52,2012-06-08T20:26:41,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,6/9/2012,92.5,62.9,78.5,88.1,62.9,76.8,29.2,19.8,0,0,0,,0,0,27.6,16.8,203.4,995.9,26.5,27.7,391.2,33.7,10,,2012-06-09T05:31:43,2012-06-09T20:27:13,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,6/10/2012,72.7,50.3,63.1,72.7,50.3,63.1,31.1,32.8,0,0,0,,0,0,28.5,15.6,91.1,1005.6,37.8,11.8,387,33.2,10,,2012-06-10T05:31:36,2012-06-10T20:27:43,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,6/11/2012,77,45.5,63,77,41.8,62.6,27.7,27.5,0,0,0,,0,0,30,18.5,111.8,1016.8,37.7,18,365.7,31.5,10,,2012-06-11T05:31:30,2012-06-11T20:28:12,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,6/12/2012,83.7,54.2,69.3,80.9,54.2,68.8,26.6,24.2,0,0,0,,0,0,32.2,14.1,128.1,1013.3,48.2,26.9,351.3,30.2,10,,2012-06-12T05:31:27,2012-06-12T20:28:39,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,6/13/2012,89.8,54.1,73.3,85.8,54.1,71.9,26.2,21.7,0,0,0,,0,0,43.6,14.7,165.9,1006.3,39.3,28.1,383.8,33,10,,2012-06-13T05:31:25,2012-06-13T20:29:04,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,6/14/2012,83.2,58,71.6,80.7,58,71,37.9,30.3,0,0,0,,0,0,43.6,17.1,87.4,1006.8,49.3,11.5,362.7,31.4,10,,2012-06-14T05:31:26,2012-06-14T20:29:28,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,6/15/2012,80.4,60.4,68.3,79.7,60.4,68.3,48,49.8,0.095,100,16.67,rain,0,0,43.6,23.1,156,1009.8,62.8,11.3,348.1,29.8,10,,2012-06-15T05:31:28,2012-06-15T20:29:51,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,6/16/2012,78.5,54.7,65.6,78.5,54.7,65.6,45.4,50.5,0,0,0,,0,0,33.3,18.2,278.8,1015.9,60.4,18.5,356,30.5,10,,2012-06-16T05:31:32,2012-06-16T20:30:11,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,6/17/2012,94.2,62.1,78.6,89.4,62.1,76.7,31.7,23.3,0,0,0,,0,0,28.8,16.4,231.4,1005.6,23.7,28.5,384.6,33.3,10,,2012-06-17T05:31:38,2012-06-17T20:30:30,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,6/18/2012,97.8,65.5,82.8,92.5,65.5,80.4,25.4,14.1,0,0,0,,0,0,25.3,11.5,203.6,998.4,30,18.8,388.2,33.5,10,,2012-06-18T05:31:46,2012-06-18T20:30:48,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,6/19/2012,93.9,64.5,80.1,89.2,64.5,78.2,28.9,16.9,0,0,0,,0,0,29.5,20.7,102.9,997.6,17.7,18.8,391.7,33.8,10,,2012-06-19T05:31:55,2012-06-19T20:31:03,0,Clear,Clear conditions throughout the day.,clear-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,6/20/2012,72.3,54.2,64.7,72.3,54.2,64.7,44.3,50.8,0,0,0,,0,0,35.5,19.4,23.6,1011.4,72.8,11.4,383,33.1,10,,2012-06-20T05:32:06,2012-06-20T20:31:17,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,6/21/2012,84.6,58.2,71.3,82,58.2,70.8,41.2,34.7,0,0,0,,0,0,35.2,25.5,158.8,1015.3,45.3,26.1,360.9,31,10,,2012-06-21T05:32:20,2012-06-21T20:31:29,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
